gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
Slc25a3,0.109538236,9.810028261,0.682346807,0.510801102,0.79379525,-6.125645405
Senp5,0.157631207,4.106727453,0.681599625,0.511253581,0.794325562,-5.969368044
Gm49383,0.468133811,0.425188208,0.68084331,0.511711837,0.794348311,-5.252113823
Mob4,0.152100766,3.992715271,0.680828332,0.511720915,0.794348311,-5.956513633
Has1,0.58486445,-1.001802338,0.680813184,0.511730096,0.794348311,-4.986824652
Txndc9,0.144901827,5.811479231,0.680749397,0.511768757,0.794348311,-6.097665211
BC025920,0.309091199,0.721633242,0.680328999,0.512023603,0.794432947,-5.319441487
Tsr2,0.115967272,4.195476585,0.680215315,0.512092532,0.794432947,-5.98023891
Ncf2,0.230330956,1.433394948,0.680200707,0.512101389,0.794432947,-5.482119731
Erbin,0.114690684,6.934646871,0.678898336,0.51289145,0.795226723,-6.128841502
Angptl6,0.244770841,0.816574298,0.678469948,0.513151484,0.795485946,-5.342123849
Gm6768,0.121619162,3.788050601,0.677866438,0.513517954,0.795801795,-5.932739101
Rps2-ps10,0.429006943,-0.052083912,0.677645151,0.513652366,0.795801795,-5.152793745
Prpf40a,0.120890925,5.971705158,0.676676121,0.514241215,0.796341253,-6.106465741
Trim54,0.111229733,7.634968529,0.676613415,0.514279333,0.796341253,-6.13907913
Clec9a,0.31226159,0.700040162,0.676459177,0.514373101,0.796371823,-5.316817017
2410131K14Rik,0.123245317,4.581932723,0.676397517,0.514410589,0.796371823,-6.021587485
Fopnl,0.160342991,4.734086823,0.67593606,0.5146912,0.796547232,-6.035330101
Smim14,0.105384854,4.981642581,0.675761825,0.514797176,0.796624925,-6.054860594
Hnrnph1,0.109522292,5.81982772,0.675285661,0.515086863,0.796903552,-6.10177376
Tex264,0.125918198,4.921902214,0.675246501,0.515110691,0.796903552,-6.050861511
Spryd4,0.134516632,3.704753024,0.675007393,0.5152562,0.796903552,-5.923373494
Gm14849,0.569544415,-0.798991152,0.674764849,0.515403825,0.796959276,-5.020728882
Xpc,0.115474984,5.074001266,0.674538342,0.515541712,0.797086195,-6.062290433
Mdga2,0.280858803,2.171881616,0.673194308,0.516360354,0.797613103,-5.649806435
Snrpb2,0.160999628,2.640847,0.673025677,0.516463121,0.797613103,-5.746979058
Haus4,0.377959232,-0.523578333,0.672366773,0.516864788,0.798008839,-5.067557169
Pan3,0.175144748,3.682134854,0.671690228,0.517277405,0.798542176,-5.922445582
Cat,0.115893443,7.268546899,0.671617055,0.517322044,0.798542176,-6.1386635
Ldhd,0.109674765,5.946954178,0.671430351,0.517435953,0.798631695,-6.109185601
Rbfa,0.125970271,4.743509784,0.671244392,0.517549422,0.798682575,-6.039322954
Crtc2,0.194603661,3.989898014,0.670913218,0.517751537,0.798859804,-5.962933334
Ube2l6,0.158741168,2.969406978,0.668415722,0.519277275,0.80000215,-5.811280752
1700024J04Rik,0.232854048,1.735012775,0.668326111,0.519332069,0.80000215,-5.557793745
Slu7,0.112399939,4.963735235,0.668156287,0.51943592,0.800075838,-6.058763554
Scyl3,0.156161875,3.541512825,0.667783653,0.519663836,0.800166653,-5.905011539
Cops7a,0.102882997,5.040482171,0.66773838,0.519691531,0.800166653,-6.064590112
Tcea1,0.131324318,5.062408991,0.667379544,0.519911072,0.800166653,-6.066369862
Rars,0.156834836,2.710552186,0.667354056,0.519926669,0.800166653,-5.764122498
Rps19bp1,0.15261181,2.494425766,0.667352069,0.519927884,0.800166653,-5.72122553
Cacna1s,0.154184826,5.455344945,0.666480455,0.520461391,0.800647213,-6.090871865
Ppp2ca,0.104002727,6.794514263,0.6661644,0.520654926,0.800647213,-6.135151725
1700113H08Rik,0.461131932,-0.741180084,0.666151406,0.520662884,0.800647213,-5.034176912
Bcl2l13,0.117910015,5.205328214,0.665655882,0.520966405,0.800647213,-6.07696941
Zfp560,0.245715538,1.858696797,0.665625414,0.520985072,0.800647213,-5.586868638
Slitrk2,0.328580623,-0.338989879,0.66532032,0.521172006,0.800677612,-5.104195463
Cox10,0.108929088,6.090660735,0.665140579,0.521282154,0.800747182,-6.11835558
Astn1,0.472689115,-0.907659266,0.664924368,0.52141467,0.800747182,-5.008509601
Foxred2,0.391045915,-0.50937749,0.664482106,0.521685796,0.800824408,-5.074019471
Akap9,0.126186156,3.775465026,0.664249802,0.521828241,0.800824408,-5.940259911
Numbl,0.342021495,3.354487111,0.663502981,0.522286339,0.801314007,-5.879268969
Pts,0.177159279,3.7364956,0.66328928,0.522417467,0.801380612,-5.935625201
Tfeb,0.174283067,2.598876128,0.662993217,0.522599165,0.801380612,-5.745224282
Morc1,0.447520446,-0.11886901,0.662873133,0.522672872,0.801380612,-5.147498741
E2f7,0.354476258,0.014155661,0.66254863,0.522872084,0.801479071,-5.174414864
Mpdz,0.122018772,4.405814181,0.662427512,0.52294645,0.801507045,-6.01423646
Tenm1,0.31140538,4.982069766,0.662009007,0.523203458,0.801642886,-6.064246127
Snx16,0.171657993,3.708089835,0.661798944,0.523332488,0.801668589,-5.932720429
Uhrf1,0.320992794,2.312104273,0.661550905,0.523484868,0.801816019,-5.687130479
A930017M01Rik,0.471616473,0.866134493,0.661359165,0.523602681,0.801895829,-5.363778292
Lgi1,0.251006075,2.326774891,0.661283362,0.523649261,0.801895829,-5.690375861
Olfr1501,0.541675008,-0.733027918,0.661185604,0.523709337,0.80190185,-5.037909767
Tspan32,0.375522394,-0.451329041,0.660855073,0.523912488,0.802126923,-5.08610677
Fam110b,0.188588808,1.858413814,0.659737517,0.524599711,0.802385162,-5.590539453
Gpr180,0.11396522,3.90306383,0.659697377,0.524624404,0.802385162,-5.959737787
H2-T22,0.154692447,3.697120692,0.659507292,0.52474135,0.802385162,-5.932703427
Ust,0.211583009,1.262634204,0.659490259,0.52475183,0.802385162,-5.455865965
Arl5a,0.119555133,5.020502335,0.659484637,0.524755289,0.802385162,-6.0687218
Cdk2ap1,0.113610472,5.391183452,0.658941122,0.525089766,0.802561907,-6.092467674
Trp53rkb,0.444189347,0.321728474,0.658152488,0.525575314,0.803209096,-5.242235184
Amacr,0.100987117,5.776430334,0.657412896,0.526030909,0.803338819,-6.112137368
Mettl14,0.122336778,4.64288921,0.657043589,0.526258493,0.803338819,-6.040153626
Eya4,0.482713002,0.434867208,0.656936021,0.526324793,0.803338819,-5.268011218
Coq3,0.137511759,4.605722793,0.656919249,0.526335131,0.803338819,-6.03689719
Btnl1,0.470767451,-0.142677227,0.656786441,0.526416994,0.803350637,-5.146033247
Ddx46,0.103356873,6.567864141,0.656637063,0.526509081,0.803350637,-6.136922116
Ankrd13c,0.198370714,4.189951503,0.65650648,0.526589589,0.803350637,-5.995671088
Gm47853,0.361807241,1.39304834,0.656282785,0.526727519,0.803350637,-5.487731086
Tnfrsf11a,0.35729969,-0.077915976,0.656112009,0.526832835,0.803350637,-5.159239064
Ntsr2,0.218845224,1.003131705,0.655552333,0.527178067,0.803350637,-5.398608804
Rufy2,0.156238317,3.521393366,0.65553858,0.527186552,0.803350637,-5.910160364
Svep1,0.154330795,2.91733306,0.655343215,0.527307094,0.803448605,-5.810490862
Vsx2,0.398521765,-0.549983947,0.654806396,0.5276384,0.803475315,-5.071784311
Bloc1s5,0.18004417,2.79164328,0.654770875,0.527660327,0.803475315,-5.787851711
Ptcd3,0.139277566,5.619682999,0.654767925,0.527662148,0.803475315,-6.10701028
Psme3,0.131905861,4.061833285,0.653539222,0.528420945,0.804372706,-5.983032667
Usp10,0.133798928,2.863030918,0.652845655,0.528849547,0.804530946,-5.802322559
Insyn2b,0.476467078,-1.034192831,0.652733806,0.528918685,0.804530946,-4.995075402
Aifm2,0.123476116,3.947326717,0.652045452,0.529344302,0.804999884,-5.970345737
Dhx16,0.174628366,2.146547566,0.651668169,0.529577666,0.805020982,-5.65817188
Aggf1,0.113784751,5.153406559,0.651279037,0.529818422,0.805213505,-6.083291756
Olfr691,0.465579202,-0.915689845,0.651101361,0.529928372,0.805294918,-5.013740331
Galk2,0.22143316,1.511943834,0.649894391,0.530675626,0.805830528,-5.518990889
Rtl4,0.824271568,-1.810452365,0.649768368,0.530753685,0.805830528,-4.894664379
Rnf114,0.113410819,5.561570946,0.64946092,0.530944147,0.805830528,-6.107693208
Dcun1d2,0.12339901,6.223905009,0.64913069,0.531148766,0.806034618,-6.133167519
Nosip,0.139233047,3.164168074,0.648860524,0.531316203,0.806105803,-5.857657163
Srpx,0.302873253,0.42336556,0.648798735,0.531354501,0.806105803,-5.270006893
Tmc4,0.603403041,-0.424362383,0.647315702,0.532274209,0.807142216,-5.097755086
Kif24,0.192178452,2.952577884,0.647050993,0.532438468,0.807148332,-5.822247485
Lonp2,0.111116418,5.817818997,0.646741403,0.532630614,0.807185397,-6.12096355
Dgka,0.114858463,4.087889899,0.646723433,0.532641768,0.807185397,-5.990596733
Sec23a,0.127661318,3.284757773,0.646454688,0.532808599,0.807187749,-5.879130479
Ptar1,0.126163357,4.379048906,0.646213974,0.532958054,0.807187749,-6.02236835
Trim55,0.100555295,5.881005342,0.646009471,0.533085046,0.807187749,-6.123921846
Fam221a,0.208843916,1.591697143,0.645992749,0.533095431,0.807187749,-5.539466215
Lrfn5,0.50073745,0.396697974,0.64583285,0.533194739,0.807252539,-5.265703993
Trim33,0.128800282,3.754359927,0.6457056,0.533273776,0.807286629,-5.949660901
Synpo2,0.113809239,7.598405789,0.644842353,0.533810142,0.807647324,-6.160271445
Cc2d2a,0.135099467,4.481751904,0.644831386,0.533816958,0.807647324,-6.033393624
Mtmr2,0.193771357,2.36057387,0.643853539,0.534424913,0.807909764,-5.708605719
Gm8983,0.360645675,-0.493712098,0.642914743,0.535008971,0.807956925,-5.087503308
Olfr907,0.376404007,-0.712369993,0.642797401,0.535082,0.807956925,-5.050103705
Hbb-bt,0.19850137,5.286917981,0.642371012,0.535347415,0.807956925,-6.097579164
Il7,0.298458874,0.442450264,0.642119124,0.535504245,0.807956925,-5.278017066
Glis3,0.317517228,-0.363492718,0.642027766,0.535561133,0.807956925,-5.111522872
Gpx1,0.130434835,4.722972236,0.641793766,0.535706858,0.807956925,-6.05725409
Olfr575,0.409784904,0.151567143,0.641772106,0.535720348,0.807956925,-5.21434841
Gm14212,0.591943274,-1.486449501,0.641716292,0.535755111,0.807956925,-4.9372973
Srfbp1,0.146997412,3.226183292,0.641709455,0.535759369,0.807956925,-5.872642051
Clba1,0.42216283,-0.393068016,0.64152201,0.535876125,0.807956925,-5.106338004
Lancl1,0.133464677,5.011194152,0.641217201,0.536066017,0.807956925,-6.080161583
Rhd,0.188536504,1.495737939,0.641158413,0.536102646,0.807956925,-5.520592977
Kdelr3,0.219432026,1.309160625,0.641073597,0.536155494,0.807956925,-5.477709974
Fmn1,0.343405384,0.862079636,0.641056716,0.536166013,0.807956925,-5.374724279
Zfp128,0.19570268,2.244145525,0.640659301,0.536413683,0.807956925,-5.686078252
Bax,0.17323627,1.865359679,0.640560536,0.536475244,0.807956925,-5.604023655
Acad9,0.113933218,5.045420024,0.640223204,0.536685536,0.807998263,-6.083281527
Mea1,0.112100264,4.333817286,0.639424642,0.537183551,0.808538619,-6.022211875
H2-Eb1,0.237594225,3.825648741,0.639299242,0.53726178,0.808538619,-5.963194493
Prelid1,0.136806722,4.603572938,0.639284649,0.537270884,0.808538619,-6.048331399
Mrpl17,0.130564139,4.348095919,0.639059994,0.53741105,0.808612864,-6.02392191
Dhx40,0.167886452,1.954392792,0.638702447,0.537634172,0.808682058,-5.624602883
Cox18,0.194258367,1.818152253,0.638678223,0.537649291,0.808682058,-5.594732826
Rab3gap1,0.094212259,6.924722764,0.638348265,0.537855248,0.80879865,-6.156009438
Coq10a,0.112308357,6.584800584,0.638196407,0.537950052,0.80879865,-6.149535265
Ctcf,0.131481275,3.573671255,0.638191183,0.537953313,0.80879865,-5.929186471
LT629148.8,0.393645391,1.09343213,0.63792897,0.538117035,0.808874512,-5.429861932
Map3k14,0.240811769,1.276039462,0.637560614,0.538347079,0.80913515,-5.472142235
Lsm12,0.15129112,3.223031897,0.637003352,0.538695207,0.809474328,-5.875139272
4930474N05Rik,0.517234793,-0.838926378,0.636927234,0.538742769,0.809474328,-5.032314532
Vps35,0.14649684,2.736480618,0.636095617,0.539262559,0.809837418,-5.789256944
Tcim,0.164011934,4.996510831,0.636018239,0.539310938,0.809837418,-6.082489444
Pde1c,0.117699799,6.914406055,0.635762261,0.539471,0.809886934,-6.157524246
Sh2d1a,0.549575652,-0.358206645,0.635519032,0.539623116,0.809945037,-5.11573943
Noc4l,0.247230879,1.31386322,0.63508573,0.539894165,0.810037885,-5.482353781
Dnase1,0.240098784,0.757251586,0.634913385,0.540001997,0.8100808,-5.354112009
Il15ra,0.150637272,4.051130759,0.634710654,0.540128856,0.8100808,-5.994056437
Arl2bp,0.213855519,4.578485291,0.634649223,0.5401673,0.8100808,-6.049087115
Hmgn1,0.131126606,3.222432619,0.634557657,0.540224605,0.810081684,-5.876599289
Gm17082,0.411338707,-0.386201014,0.634285871,0.54039472,0.810171112,-5.111178759
Tmco3,0.175783482,2.93953777,0.634100902,0.540510513,0.810171112,-5.828142191
Ctnnb1,0.111878003,6.845063078,0.634039444,0.540548989,0.810171112,-6.157463138
Oas1b,0.263744258,0.993597727,0.633453654,0.54091581,0.810266999,-5.409373853
Pim2,0.246547567,0.468090461,0.633363604,0.540972212,0.810266999,-5.288666531
Zfp59,0.17696124,2.218969603,0.63310423,0.541134688,0.810267737,-5.685375744
Gm20518,0.249211438,0.441762896,0.632626203,0.541434204,0.810618946,-5.283090908
Gm43531,0.481396613,-0.961240742,0.632496558,0.541515453,0.810655614,-5.015213323
C330018D20Rik,0.163316166,2.599622351,0.632125921,0.541747768,0.8109184,-5.765081616
4930562C15Rik,0.45840683,-0.0907826,0.631661458,0.542038975,0.811211786,-5.169399969
Srp54c,0.124534106,6.644808276,0.631618846,0.542065697,0.811211786,-6.155128276
Ccny,0.099201333,5.649645866,0.631360451,0.542227747,0.811211786,-6.123818752
Eea1,0.115074786,5.497042383,0.630909806,0.542510435,0.811437516,-6.116643045
Wdr53,0.300680022,2.061329218,0.6305661,0.542726097,0.811437516,-5.652966523
Cr1l,0.133544931,5.289321379,0.630356342,0.542857736,0.811437516,-6.105543084
Zfp715,0.158806333,2.455086523,0.630212032,0.542948312,0.811437516,-5.736892485
Scfd1,0.134441652,5.378271992,0.630182293,0.542966979,0.811437516,-6.110695648
Abat,0.182928311,3.059815217,0.630103066,0.543016711,0.811437516,-5.851854551
Meis2,0.135897268,2.89032648,0.630000089,0.543081355,0.811437516,-5.821807048
Dync1i2,0.097810354,6.10006343,0.629698464,0.543270724,0.811497151,-6.142137424
Dhrs3,0.151877425,5.880343981,0.629562956,0.543355813,0.811539379,-6.134644792
Cacna1a,0.266187698,1.4304205,0.629286122,0.543529668,0.811629299,-5.512638699
Usp39,0.166246265,2.03714646,0.628887994,0.543779753,0.811872661,-5.648719261
Irak2,0.23167581,1.536350554,0.628252276,0.544179218,0.812259565,-5.537573545
Taf1,0.099026289,5.875124038,0.628006314,0.544333819,0.812320545,-6.135455606
Tbc1d31,0.147929769,3.066758308,0.627304073,0.544775353,0.81263983,-5.854796685
Fam241b,0.282637227,1.410719731,0.626645146,0.545189842,0.812967878,-5.509613473
Cth,0.364088622,-0.236101022,0.626599448,0.545218595,0.812967878,-5.1433039
Ankrd54,0.208870009,1.322396722,0.626522769,0.545266841,0.812967878,-5.489354313
Gm15443,0.281854795,0.738352847,0.626214807,0.545460638,0.81315252,-5.354662801
Gm15506,0.367120131,-0.494416891,0.626063293,0.545555999,0.813193303,-5.095545826
D130007C19Rik,0.468326461,-0.820395615,0.625990426,0.545601864,0.813193303,-5.040281515
Esam,0.145162671,3.037202156,0.625869,0.545678298,0.813222363,-5.850643833
Gmps,0.098328663,6.36424323,0.6257598,0.545747042,0.813239958,-6.152277965
Abhd14a,0.146132868,2.585593237,0.625290114,0.546042775,0.81334122,-5.766520316
Heca,0.133747325,5.17199625,0.624691556,0.546419785,0.81350227,-6.101818825
Prodh,0.15259404,4.228322672,0.624189945,0.546735847,0.81350227,-6.020791937
Hipk2,0.114813092,7.405351933,0.624162016,0.546753448,0.81350227,-6.17182299
Prpf18,0.104662436,4.545758477,0.623632846,0.547086994,0.813794422,-6.05317785
Gm49858,0.144615082,3.984052697,0.62363168,0.547087729,0.813794422,-5.993202921
Ell2,0.242239885,1.569098953,0.62340869,0.547228319,0.813918784,-5.54788348
Flvcr2,0.176093468,1.792639015,0.623268684,0.547316601,0.813965328,-5.598351801
Olfr775,0.765849595,-1.626448121,0.622622083,0.547724422,0.814317469,-4.927220449
Ly6c2,0.437158888,-0.459404089,0.622294181,0.547931302,0.81439482,-5.103646599
Lingo1,0.402770177,-0.659695768,0.622215825,0.547980745,0.81439482,-5.068583657
Cdca2,0.301674345,0.521361772,0.622052458,0.548083839,0.81439482,-5.307002437
Enah,0.135702501,7.443831509,0.62204902,0.548086008,0.81439482,-6.173584047
Csprs,0.289439487,0.935850648,0.621868929,0.548199668,0.81439482,-5.402743091
4930539E08Rik,0.399677216,-0.699695797,0.621799496,0.548243493,0.81439482,-5.062024307
Huwe1,0.1053475,5.88303259,0.621549365,0.548401387,0.81439482,-6.13988831
Ebp,0.139697207,2.886008118,0.621378835,0.548509048,0.81439482,-5.826401781
Grin3a,0.410218668,-0.73825985,0.621297167,0.548560613,0.81439482,-5.055832283
Rnf6,0.127469617,4.203727113,0.62114859,0.548654429,0.81439482,-6.020077368
Dnajc27,0.191730904,3.659565355,0.6210465,0.548718897,0.81439482,-5.952279493
Dnase1l1,0.30950257,1.208179476,0.621008253,0.548743051,0.81439482,-5.466087542
Sdhc,0.091422794,6.476343866,0.620303471,0.54918824,0.814870434,-6.158575662
Dync2li1,0.306385935,0.270961087,0.620225678,0.549237392,0.814870434,-5.251651303
Slc44a5,0.511795053,-0.203647427,0.619460012,0.549721298,0.815287347,-5.153158702
Ppp2r3c,0.125671049,3.173044306,0.619378301,0.549772955,0.815287347,-5.877873721
Rit1,0.152559028,5.524437282,0.619297396,0.549824103,0.815287347,-6.125455278
Tymp,0.314997456,0.331358724,0.61881005,0.550132269,0.815287347,-5.265795182
2210016L21Rik,0.133907564,3.115575967,0.618660941,0.550226576,0.815287347,-5.868533928
Olfr56,0.419684679,-0.103128299,0.618429491,0.550372978,0.815287347,-5.173613947
Cyp51,0.227549181,1.159593414,0.61829268,0.550459528,0.815287347,-5.456451923
Epor,0.250978071,0.324766711,0.617938611,0.550683556,0.815287347,-5.264786616
Epb41,0.110148352,9.041962882,0.617885605,0.550717099,0.815287347,-6.178789313
Eaf1,0.180953677,1.454583237,0.617524811,0.550945443,0.815346354,-5.525116662
Dalrd3,0.137899382,3.298699993,0.617461847,0.550985298,0.815346354,-5.899804365
Wdyhv1,0.19184449,1.389485378,0.617308253,0.551082527,0.815405754,-5.510142623
Eef1akmt4,0.254396097,1.164906101,0.616834495,0.55138249,0.815448162,-5.458502496
Naa20,0.144291904,2.834994924,0.616423443,0.551642826,0.815558895,-5.820198771
Vmn2r10,0.599713624,-1.036316246,0.615769657,0.552057039,0.815668564,-5.011128952
Itm2a,0.147448745,2.644680461,0.615753899,0.552067025,0.815668564,-5.784178588
Mvp,0.126173081,6.215261963,0.61573478,0.552079141,0.815668564,-6.154582521
C1qtnf7,0.288717216,1.991605357,0.615664935,0.552123403,0.815668564,-5.646730753
Amd1,0.120517682,6.53642044,0.614644602,0.552770244,0.816100711,-6.163582701
Stip1,0.097390105,6.473416659,0.614481456,0.55287371,0.816111534,-6.162203545
Rbmx2,0.257330411,0.995912368,0.613972353,0.553196652,0.816236584,-5.420988098
Casp8ap2,0.226102173,1.478078315,0.613928216,0.553224655,0.816236584,-5.53263912
Pld2,0.214689502,1.23802777,0.613807401,0.55330131,0.816236584,-5.477156691
Prmt2,0.171082131,3.079229587,0.613394637,0.553563247,0.816322567,-5.86556364
Mthfd2l,0.176400226,2.650214981,0.613322994,0.553608718,0.816322567,-5.786745325
Macrod2,0.153964579,2.652615432,0.612885193,0.553886633,0.816514574,-5.787477015
Casq2,0.121744887,8.925338351,0.612629393,0.554049051,0.816514574,-6.182908217
Tsr3,0.143139507,2.358687986,0.612463677,0.554154286,0.816514574,-5.727549503
Diablo,0.128776076,4.18988818,0.61237933,0.554207852,0.816514574,-6.024098902
Wdfy1,0.125135923,3.158599805,0.612233344,0.554300572,0.816514574,-5.879852131
Dnm1l,0.093957715,6.892458361,0.612105288,0.554381912,0.816514574,-6.172325185
Rpn1,0.134734951,4.243776532,0.611648531,0.554672091,0.816620873,-6.030345545
Cox6a1,0.126660232,4.849127137,0.611366089,0.554851571,0.816620873,-6.087085725
